title,url,accessnote
Philadelphia Business Journal (including the Book of Lists),https://www.bizjournals.com/philadelphia,"Note: Users must first create a PBJ account using their @temple.edu email address at this <a href=""https://www.bizjournals.com/register/philadelphia?r=%2Fphiladelphia%2F"">registration link</a>, and then select the Temple University group option."
Philadelphia Daily News,http://search.proquest.com/publication/45610,
Philadelphia Inquirer (1829-1922),https://infoweb.newsbank.com/apps/readex/publication-browse?p=EANX&t=pubname%3A110C9BFA1F116650%21Philadelphia%2BInquirer&year=1922,
Philadelphia Inquirer (1860-2001) [via ProQuest Historical Newspapers],http://search.proquest.com/hnpphiladelphiainquirer,
Philadelphia Inquirer (1983-present),https://www.proquest.com/publication/45611?accountid=14270,
Philadelphia Inquirer Image Edition (2018 - present),http://infoweb.newsbank.com/resources/search/nb?p=AWNB&t=custom%3ACustBucket3%21Philadelphia%2BInquirer%2BCollection,
Philadelphia Inquirer Recent  (2010 - 3 months ago),https://search.proquest.com/pdnphiladelphiainquirer?accountid=14270,
Philadelphia Tribune (1912-2001),http://search.proquest.com/hnpphiladelphiatribune?accountid=14270,
Philadelphia Tribune (1991-present),https://search.proquest.com/publication/46477?accountid=14270,
PhilSci Archive,http://philsci-archive.pitt.edu/,
Picture Post Historical Archive (1938-1957),https://link.gale.com/apps/PIPO?u=temple_main,
Pivot,https://pivot.proquest.com,
PLI Plus,https://plus.pli.edu,"Note: PLI Plus allows downloading in discreet portions only. Please use the Bookshelf feature to save links to chapters and books for the most up-to-date material. "
POIESIS,http://www.pdcnet.org/collection,
Policy Commons,https://policycommons.net/,"Note: This is the free version of Policy Commons."
Policy File Index,http://search.proquest.com/policyfile?accountid=14270,
PolicyMap,https://temple.policymap.com/maps,
Polling the Nations,https://login.infobase.com/Direct.aspx?pid=PTN&aid=103640,
Pollution Abstracts,http://search.proquest.com/pollution?accountid=14270,
"Poole's Index to Periodical Literature, 1802 - 1907",http://c19index.chadwyck.com/gotoSearchCollections.do?initialise=pooles,
"Popular Culture in Britain and America, 1950-1975",http://www.rockandroll.amdigital.co.uk/,
Popular Medicine in America (1800-1900),http://www.popularmedicine.amdigital.co.uk/,
Population Index (1986 - 2000),http://popindex.princeton.edu/search/index.html,
Preprint Citation Index,https://www.webofscience.com/wos/pprn/basic-search,
Primary Search,http://search.ebscohost.com/login.aspx?profile=ehost&defaultdb=prh,
PrimateLit,http://primatelit.library.wisc.edu/,
ProceedingsFirst,http://newfirstsearch.oclc.org/done=referer;fsip;dbname=Proceedings,
Project Muse,http://muse.jhu.edu,
ProQuest Arts & Humanities Full Text,http://search.proquest.com/artshumanities?accountid=14270,
ProQuest Central,https://search.proquest.com/central/fromDatabasesLayer?accountid=14270,
ProQuest Civil War Era?,https://www.proquest.com/civilwar/fromDatabasesLayer?accountid=14270,
ProQuest Congressional,http://search.proquest.com/congressional/search/advanced/advanced,
ProQuest Criminal Justice,http://search.proquest.com/criminaljusticeperiodicals?accountid=14270,
ProQuest Criminology Collection,https://search.proquest.com/criminology/socialsciences/fromDatabasesLayer?accountid=14270,
ProQuest Digital Microfilm,http://digitalmicrofilm.proquest.com,
ProQuest Dissertations & Theses (PQDT) Global,https://search.proquest.com/pqdtglobal/fromDatabasesLayer?accountid=14270,
ProQuest Dissertations & Theses @ Temple University,http://search.proquest.com/pqdtlocal1005760?accountid=14270,
ProQuest Historical Newspapers,http://search.proquest.com/cv_701361?accountid=14270,
ProQuest Historical Newspapers: Pittsburgh Post-Gazette,http://search.proquest.com/hnppittsburghpostgazette,
ProQuest History Vault,https://hv.proquest.com/historyvault/hv.jsp?pageid=home,
ProQuest Legislative Insight,https://congressional.proquest.com/legislativeinsight?accountid=14270,
ProQuest One Literature,http://search.proquest.com/pq1lit?accountid=14270,
ProQuest Political Science,http://search.proquest.com/politicalscience?accountid=14270,
ProQuest Politics Collection,https://www.proquest.com/politics/socialsciences/fromDatabasesLayer?accountid=14270,
ProQuest Research Library: Social Sciences,https://www.proquest.com/pqrlsocsci/socialsciences/fromDatabasesLayer?accountid=14270,
ProQuest Social Science Database,http://search.proquest.com/socscijournals?accountid=14270,
ProQuest Social Science Premium Collection,https://search.proquest.com/socialsciencepremium/socialsciences/fromDatabasesLayer?accountid=14270,
ProQuest Sociology Collection,https://www.proquest.com/sociology1/index?accountid=14270,
ProQuest Sociology Database,http://search.proquest.com/sociology?accountid=14270,
ProQuest Supreme Court Insight,https://supremecourt.proquest.com/supremecourt,
ProQuest TDM Studio,https://tdmstudio.proquest.com/home,"Note: Users will need to create an account using their @temple.edu email address."
PsychiatryOnline,http://www.psychiatryonline.org,
Psychological Experiments Online,https://search.alexanderstreet.com/pexp,
Psychology and Behavioral Sciences Collection,http://search.ebscohost.com/login.aspx?profile=ehost&defaultdb=pbh,
PTSDpubs (formerly PILOTS),https://search.proquest.com/ptsdpubs?accountid=14270,
PubChem,https://pubchem.ncbi.nlm.nih.gov/,
Public Health Database,http://search.proquest.com/publichealth?accountid=14270,
Public Health in Modern America (1890-1970),https://link.gale.com/apps/PHIA?u=temple_main,
Publicly Available Content Database,https://search.proquest.com/publiccontent/index?accountid=14270,
Publishers Weekly Digital Archive (1872-2013),https://digitalarchives.publishersweekly.com/,
PubMed,https://www.ncbi.nlm.nih.gov/pubmed?otool=patemulib,
PubMed Central,http://www.pubmedcentral.nih.gov/,
Punch Historical Archive (1841-1992),https://link.gale.com/apps/PNCH?u=temple_main,
Queen Victoria's Journals,http://qvj.chadwyck.com/home.do,
Queer Pasts,https://search.alexanderstreet.com/qupa,
R2 Library,http://www.r2library.com,"Concurrent user limit: 1 user per title"
Race Relations in America (1943-1970),http://www.racerelations.amdigital.co.uk/,
RAMBI - The Index of Articles on Jewish Studies,https://merhav.nli.org.il/primo-explore/search?sortby=rank&vid=NLI_Rambi&lang=en_US,
"Readers' Guide to Periodical Literature Retrospective, 1890-1982 [via EbscoHost]",http://search.ebscohost.com/login.aspx?profile=ehost&defaultdb=rgr,
Reaxys,https://www.reaxys.com,
"Red de Revistas Cientificas de America Latina y el Caribe, Espana y Portugal",http://www.redalyc.org/,
"Refugees, Relief, and Resettlement: Forced Migration and World War II",https://link.gale.com/apps/RRRW?u=temple_main,
Regional Business News,http://search.ebscohost.com/login.aspx?profile=ehost&defaultdb=bwh,
Regulatory Insight,http://regulatoryinsight.proquest.com/regulatoryinsight,
Religion and Philosophy Collection,http://search.ebscohost.com/login.aspx?profile=ehost&defaultdb=rlh,
Religions of America,https://link.gale.com/apps/ROAM?u=temple_main,
Religious Magazine Archive? (1845-2015),https://www.proquest.com/rma/history/fromDatabasesLayer?accountid=14270,
Revolution and Protest Online,https://search.alexanderstreet.com/revo,
RIBA British Architectural Library Catalogue,http://riba.sirsidynix.net.uk/uhtbin/webcat,
RILM Abstracts of Music Literature,https://search.ebscohost.com/login.aspx?profile=ehost&defaultdb=ram,
RIPM Retrospective Index to Music Periodicals,http://search.ebscohost.com/login.aspx?profile=ehost&defaultdb=rph,
Risk Abstracts,http://search.proquest.com/riskabstracts?accountid=14270,
RISM: Music Manuscripts after 1600 [via RISM],http://opac.rism.info/index.php?id=2&L=1,
RMA eStatement Studies,https://eStatementStudies.rmahq.org/IPLogin,
Rock's Backpages,http://www.rocksbackpages.com,
Roll Call,http://www.rollcall.com,
Rolling Stone Archive? (1967-current),https://www.proquest.com/rsa/fromDatabasesLayer?accountid=14270,
"Romanticism: Life, Literature and Landscape",http://www.romanticism.amdigital.co.uk/,
Roper iPoll,https://ropercenter.cornell.edu/ipoll/,"Note: Temple users must access the Roper platform by creating an iPoll account using their @temple.edu email. Go to Log In --> select Your Affiliation (Temple University) --> Register or Sign In to Roper iPoll account."
Routledge Encyclopedia of Philosophy,http://www.rep.routledge.com,"Concurrent user limit: 4"
Royal Shakespeare Company Collection,https://search.alexanderstreet.com/shon,
Royal Society of Chemistry Journals,https://pubs.rsc.org/en/Journals?key=Title&value=All,
RRIMO (Recent Researches in Music Online),https://meridian.allenpress.com/rrimo/search-results?page=1&q=&SearchSourceType=1,
RSC eBooks (1968-2013),http://pubs.rsc.org/en/ebooks,
S&P Global NetAdvantage,https://na.capitaliq.com/ip/TEMPL,
Sabin Americana: History of the Americas (1500–1926),https://link.gale.com/apps/SABN?u=temple_main,
Sage Data (formerly Data-Planet),https://data.sagepub.com/,
Sage Journals Online,https://journals.sagepub.com,
Sage Knowledge,https://sk.sagepub.com/,
Sage Reference,https://sk.sagepub.com/reference/discipline,
Sage Research Methods Cases,https://methods.sagepub.com/cases/discipline,
Sage Research Methods Datasets,https://methods.sagepub.com/datasets/discipline,
Sage Research Methods Online,https://methods.sagepub.com/,
Salem History,http://history.salempress.com,
Salem Literature,http://literature.salempress.com,
Science Citation Index,https://www.webofscience.com/wos/woscc/search-with-editions?editions=WOS.SCI,
Science of Synthesis,https://science-of-synthesis.thieme.com/app/search,
Science Online,http://www.sciencemag.org,
Science.gov,http://www.science.gov/,
ScienceDirect,https://www.sciencedirect.com/,
SciFinder-n,http://libproxy.temple.edu/loggedin/scifinder.htm,
SciTech Connect,http://www.osti.gov/scitech/,
Scottish Women Poets of the Romantic Period,http://swrp.alexanderstreet.com,
Screen Studies Collection (formerly Film Indexes Online),http://search.proquest.com/screenstudies?accountid=14270,
Scripta Sinica,http://hanchi.ihp.sinica.edu.tw/ihp/hanji.htm,"Note: Please select “????” to access all available records."
search.bioPreprint,https://www.hsls.pitt.edu,
Security Issues Online,https://search.alexanderstreet.com/secu,
"Senate Executive Journals, 1789-1980",http://infoweb.newsbank.com/?db=SEJA,
Service Newspapers of World War Two,http://www.servicenewspapers.amdigital.co.uk/,
Seventeenth and Eighteenth Century Burney Collection Newspapers,https://link.gale.com/apps/BBCN?u=temple_main,
Seventeenth and Eighteenth Century Nichols Newspapers Collection,https://link.gale.com/apps/NICN?u=temple_main,
Shakespeare in Performance,http://www.shakespeareinperformance.amdigital.co.uk/,
Silent Film Online,https://search.alexanderstreet.com/silf,
SimplyAnalytics (formerly SimplyMap),http://app.simplyanalytics.com,"Concurrent user limit: 10"
Sixties: Primary Documents and Personal Narratives 1960-1974,http://sixt.alexanderstreet.com,
Slavery and Anti-Slavery: A Transnational Archive,https://link.gale.com/apps/SAS?u=temple_main,
"Slavery, Abolition and Social Justice, 1490-2007",http://www.slavery.amdigital.co.uk,
SMA Sport Market Analytics (formerly SBRNet),https://SportsMarketAnalytics.com,
Smithsonian Collections Online,https://link.gale.com/apps/SMIT?u=temple_main,
Smithsonian Global Sound,https://search.alexanderstreet.com/glmu,
Social Explorer,https://www.socialexplorer.com/,
Social Science Research Network,http://www.ssrn.com/,
Social Sciences Citation Index,https://www.webofscience.com/wos/woscc/search-with-editions?editions=WOS.SSCI,
Social Services Abstracts,http://search.proquest.com/socialservices?accountid=14270,
Social Work Online,https://search.alexanderstreet.com/swon,
Socialism on Film: The Cold War and International Propaganda,http://www.socialismonfilm.amdigital.co.uk/,
Society of Exploration Geophysicists Ebooks,http://library.seg.org/ebooks/search/years,
Sociological Abstracts,http://search.proquest.com/socabs?accountid=14270,
Sourcebook of Criminal Justice Statistics,http://www.albany.edu/sourcebook/,
South and Southeast Asian Literature,http://sali.alexanderstreet.com,
speechBITE,https://speechbite.com/,
SportBusiness,https://www.sportbusiness.com/university,
SPORTDiscus with Full Text,http://search.ebscohost.com/login.aspx?profile=ehost&defaultdb=s3h,"Concurrent user limit: 8"
SportRxiv Preprints,https://osf.io/preprints/sportrxiv/discover,
Sports Medicine & Education Index,http://search.proquest.com/physicaleducation?accountid=14270,
SpotlightNews Premium,https://spotlightnews.us/l.html?p=temple-university,"Note: Users must create an account on the mobile app or <a href=""https://my.spotlightnews.us/signup"">website</a> using their @temple.edu email address."
SpringerLink,https://link.springer.com/,
SpringerNature Experiments (including Springer Protocols),https://experiments.springernature.com,"Note: Temple University does not have access to Nature Reviews Methods Primers."
SRDS: Standard Rate & Data Service,https://login.srds.com,
Stanford Encyclopedia of Philosophy,http://plato.stanford.edu/,
STAT!Ref,https://online.statref.com/Default.aspx?grpalias=Temple,"Concurrent user limit: 1-20, depending on title.  Most titles allow for two concurrent users."
State Papers Online,http://infotrac.galegroup.com/itweb/temple_main?db=SPOL,
State Papers Online: Eighteenth Century (1714-1782),https://link.gale.com/apps/SPOL?u=temple_main,
Statista,https://www.statista.com/,
Statistical Abstract of the United States,http://statabs.proquest.com/sa/,
Struggles for Freedom: Southern Africa,https://www.jstor.org/site/struggles-for-freedom/southern-africa/,
Student Activism,https://www.jstor.org/site/reveal-digital/student-activism/,
Sustainability Science Abstracts,http://search.proquest.com/ssamodule?accountid=14270,
Swank Digital Campus,https://digitalcampus.swankmp.net/temple280061/,
Synthesis Digital Library of Engineering and Computer Science,http://www.morganclaypool.com/page/browseLbS.jsp,
Tax Analysts Web Services,http://www.taxnotes.com,"Note: Users must register.  Click Sign In from an on-campus Temple computer, and enter your Temple email.  Then select Register Here under 'New Temple University School of Law User?'"
Taylor & Francis eBooks,https://www.taylorfrancis.com,
Taylor & Francis Online,http://www.tandfonline.com/,
Teaching Channel,https://learn.teachingchannel.com/tch-videos,
Teatro Español del Siglo de Oro,https://search.proquest.com/teso?accountid=14270,
Television News Archive (Vanderbilt),http://tvnews.vanderbilt.edu,
The Cecil Papers?,https://www.proquest.com/cecilpapers/history/fromDatabasesLayer?accountid=14270,
The Economist Historical Archive (1843-2015),https://link.gale.com/apps/ECON?u=temple_main,
The First Federal Congress of the United States Digital Edition,https://rotunda.upress.virginia.edu/founders/default.xqy?keys=FFCP-info-search,
The Gilded Age,https://search.alexanderstreet.com/gild,
The Grand Tour (1550-1850),http://www.grandtour.amdigital.co.uk/,
The Independent Historical Archive (1986-2016),https://link.gale.com/apps/INDA?u=temple_main,
The Listener Historical Archive (1929-1991),https://link.gale.com/apps/LSNR?u=temple_main,
The Nixon Years (1969-1974),http://www.archivesdirect.amdigital.co.uk/Nixon,
The SHAFR Guide Online: An Annotated Bibliography of U.S. Foreign Relations since 1600,http://referenceworks.brillonline.com/browse/the-shafr-guide-online,
The Sunday Times Historical Archive (1822-2016),https://link.gale.com/apps/STHA?u=temple_main,
The Telegraph Historical Archive (1855-2016),https://link.gale.com/apps/TGRH?u=temple_main,
Theatre in Context Collection,https://search.alexanderstreet.com/ticc,
Theatre in Video,https://search.alexanderstreet.com/ativ,
Thesaurus Linguae Graecae,https://stephanus.tlg.uci.edu/,"Note: Users must register for a new login for TLG from on-campus. If you connect from off-campus, you'll need to authenticate using your Temple AccessNetID, and then log into TLG using your TLG account.  "
Times Literary Supplement Historical Archive (1902 - 2019),https://link.gale.com/apps/TLSH?u=temple_main,
Toxicology Abstracts,http://search.proquest.com/toxicologyabstracts?accountid=14270,
TractIQ,https://www.socialexplorer.com/tractiq/login,
Trade Catalogues and the American Home (1850-1950),http://www.tradecatalogues.amdigital.co.uk/,
Transplant Library,http://www.transplantlibrary.com/,
"Travel Writing, Spectacle and World History",http://www.travelwriting.amdigital.co.uk/,
Trench Journals and Unit Magazines of the First World War? (1914-1919),https://www.proquest.com/trenchjournals/history/fromDatabasesLayer?accountid=14270,
TRID,http://trid.trb.org,
TRIP Pro Database,https://www.tripdatabase.com,
TUL Streaming Video,https://temple.university/tulstreamingvideo,
Twentieth Century African-American Poetry,https://search.proquest.com/20aap?accountid=14270,
Twentieth Century American Poetry,https://search.proquest.com/20ap?accountid=14270,
"Twentieth Century American Poetry, 2nd Edition",https://search.proquest.com/20ampo2?accountid=14270,
Twentieth Century English Poetry,https://search.proquest.com/20ep?accountid=14270,
Twentieth Century North American Drama,https://search.alexanderstreet.com/nadr,
"Twentieth Century Religious Thought: Volume I, Christianity",https://search.alexanderstreet.com/tcrt,
"Twentieth Century Religious Thought: Volume II, Islam",https://search.alexanderstreet.com/tcr2,
"Twentieth Century Religious Thought: Volume III, Judaism",https://search.alexanderstreet.com/tcr3,
"Twentieth Century Religious Thought: Volume IV, Eastern Religions",https://search.alexanderstreet.com/tcr4,
U.K. Parliamentary Papers,https://parlipapers.proquest.com,
U.S. Bureau of Labor Statistics,https://www.bls.gov/,
U.S. Declassified Documents Online,https://link.gale.com/apps/USDD?u=temple_main,"Concurrent user limit: 2"
Ulrich's Periodical Directory,http://ulrichsweb.serialssolutions.com,
"Underground and Independent Comics, Comix, and Graphic Novels",https://search.alexanderstreet.com/comx,
Union List of Artist Names,http://www.getty.edu/research/tools/vocabularies/ulan/,
United Nations Treaty Collection,https://treaties.un.org/,
Uniworld,https://uniworldonline.com/search,
US Newsstream (formerly ProQuest Newsstand),http://search.proquest.com/usnews/index?accountid=14270,
USA Trade,https://usatrade.census.gov/,"Note: Users must create an account to access this resource."
USC Shoah Foundation's Visual History Archive,https://vhaonline.usc.edu/login,"Note: Users will need to create an individual account to access this content."
USGS Publications Warehouse,https://pubs.er.usgs.gov/,
Value Line,https://research.valueline.com/secure/research,
Very Short Introductions,https://academic.oup.com/pages/very-short-introductions,
Victorian Popular Culture,http://www.victorianpopularculture.amdigital.co.uk/,
Virginia Company Archives,http://www.virginiacompanyarchives.amdigital.co.uk/,
Visual Collections,http://www.davidrumsey.com/collections/,
VitalLaw (formerly Cheetah),https://my.vitallaw.com,
Vivvix,https://edu.app.vivvix.com,"Concurrent user limit: 5"
Vogue Archive (1892 - present),http://search.proquest.com/vogue?accountid=14270,
Vogue Italia Archive? (1964-current),https://www.proquest.com/vogueitalia/fromDatabasesLayer?accountid=14270,
Wall Street Journal Full-Text (1984-present) [via ABI/INFORM Complete],http://search.proquest.com/publication/10482,
"Wall Street Journal Full-Text (Online edition, 2010-Present) [via ABI/INFORM Complete]",https://search.proquest.com/usnews/publication/105983,
Wall Street Journal Full-Text / Full-Image (1889-2001) [via ProQuest Historical Newspapers],http://search.proquest.com/hnpwallstreetjournal?accountid=14270,
Washington Post Full-Text (1997-present) [via ProQuest],https://search.proquest.com/publication/10327,
Water Resources Abstracts,http://search.proquest.com/waterresources?accountid=14270,
Web Gallery of Art,http://www.wga.hu/index.html,
Web of Science,http://www.webofscience.com,
Wellesley Index to Victorian Periodicals,http://wellesley.chadwyck.com,
Westlaw Campus Research,https://1.next.westlaw.com/Search/Home.html?rs=IWLN1.0&vr=3.0&sp=000492708-2100,
Wiley Online Library,https://onlinelibrary.wiley.com,
Wolfram Alpha,https://www.wolframalpha.com/,
Women and Social Movements in Modern Empires Since 1820,https://search.alexanderstreet.com/wasg,
"Women and Social Movements in the United States, 1600-2000 (Scholar's Edition)",https://search.alexanderstreet.com/wass,
"Women and Social Movements, International (1840 to Present)",https://search.alexanderstreet.com/wasi,
"Women and Social Movements: Development and the Global South, 1919-2019",https://search.alexanderstreet.com/wasd,
Women in The National Archives,http://www.archivesdirect.amdigital.co.uk/WTNA,
Women Writers Online,http://wwo.wwp.northeastern.edu/WWO/search?browse-all=yes,
Women's Magazine Archive? (1846-2005),https://www.proquest.com/wma/fromDatabasesLayer?accountid=14270,
Women's Studies Archive,https://link.gale.com/apps/WMNS?u=temple_main,
Women's Wear Daily Archive?,https://www.proquest.com/wwd/fromDatabasesLayer?accountid=14270,
World Bank Data Catalog,https://datacatalog.worldbank.org/,
World Bank DataBank,https://databank.worldbank.org/data/home,
World Bank Open Knowledge Repository,https://openknowledge.worldbank.org/,
World Factbook,https://www.cia.gov/the-world-factbook/,
World Heritage Sites: Africa,https://www.jstor.org/site/heritage/africa/,
World News Connection Archive (1995-2013),http://wnc.eastview.com,
World Newspaper Archive,http://infoweb.newsbank.com/?db=WHNPX,
World of Learning,http://www.worldoflearning.com,"Concurrent user limit: 1"
World Scholar: Latin America and The Caribbean,https://link.gale.com/apps/LAC?u=temple_main,
World Shakespeare Bibliography,https://www.worldshakesbib.org/basic-search,
World Values Survey,http://www.worldvaluessurvey.org/wvs.jsp,
World Who's Who,http://www.worldwhoswho.com,"Concurrent user limit: 1"
World's Fairs,http://www.worldsfairs.amdigital.co.uk/,
WorldCat,http://newfirstsearch.oclc.org/done=referer;fsip;dbname=WorldCat,
Worldwide Political Science Abstracts,http://search.proquest.com/wpsa?accountid=14270,
Yearbook of International Organizations Online (YBIO),http://ybio.brillonline.com/,
Youth and Popular Culture Magazine Archive?,https://www.proquest.com/ypc/socialsciences/fromDatabasesLayer?accountid=14270,
zbMATH Open (formerly Zentralblatt MATH),https://www.zbmath.org/,
Zoological Record (1994-present),https://www.webofscience.com/wos/zoorec/basic-search,
